2018-10-18 07:46:37.731464	https://www.encodeproject.org/report/?type=ReferenceEpigenome&field=accession&field=biosample_term_name&field=related_datasets.assay_term_name&field=description&field=award.project&field=status&field=related_datasets.replicates.library.biosample.organism.scientific_name&field=dbxrefs&field=assay_term_id&field=biosample_type&field=assay_synonyms&field=biosample_term_id&field=biosample_synonyms&limit=all
Accession	Biosample term	Assay Type	Description	Project	Status	Species	External identifiers	Assay term id	Biosample type	Assay synonyms	Biosample term id	Biosample synonyms
ENCSR706RZK	A549	ChIP-seq,DNase-seq,RNA-seq,RRBS	REMC Epigenome (ENCODE) for A549 EtOH 0.02pct Lung Carcinoma Cell Line using donors/samples:A549	Roadmap	archived	Homo sapiens		OBI:0000716,OBI:0001853,OBI:0001862,OBI:0001271	cell line	RRBS,reduced representation bisulfite-seq,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,DNase-seq assay,DNase I hypersensitive sites sequencing assay,RNA-seq assay,DNase-seq,RRBS assay,transcription profiling by high throughput sequencing,reduced representation bisulfite sequencing assay	EFO:0001086	A-549,A549 cell
ENCSR920VBY	thymus	DNase-seq,ChIP-seq	REMC Epigenome (Class 5) for Fetal Thymus using donors/samples:H-24644	Roadmap	released	Homo sapiens	IHEC:IHECRE00000934.1	OBI:0001853,OBI:0000716	tissue	ChIP-seq assay,DNase I hypersensitive sites sequencing assay,DNase-seq assay,DNase-seq,chromatin immunoprecipitation sequencing assay	UBERON:0002370	thymus organ,thymus gland,Entire thymus
ENCSR571BOJ	stomach	ChIP-seq,ATAC-seq,whole-genome shotgun bisulfite sequencing,microRNA-seq,RNA-seq,DNase-seq	Reference Epigenome for mouse stomach (postnatal 0 day)	ENCODE	released	Mus musculus	IHEC:IHECRE00001816.1	OBI:0002039,OBI:0000716,OBI:0001863,OBI:0001922,OBI:0001853,OBI:0001271	tissue	miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,microRNA-seq,DNase-seq assay,WGSBS,whole genome bisulfite sequencing,ATAC-seq assay,DNase I hypersensitive sites sequencing assay,microRNA profiling by high throughput sequencing assay,RNA-seq assay,DNase-seq,Shotgun bisulfite sequencing,ATAC-seq,WGBS,assay for transposase-accessible chromatin using sequencing,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	UBERON:0000945	mesenteron,gaster,Entire stomach,stomach chamber,ventriculus,Ventricular,anterior intestine
ENCSR880UFN	mesendoderm	ChIP-seq,RNA-seq,DNase-seq,whole-genome shotgun bisulfite sequencing	REMC Epigenome (Class 1) for H1 Derived Mesendoderm Cultured Cells using donors/samples:BMP4-03; BMP4-04; BMP4-07; BMP4-08	Roadmap	released	Homo sapiens	IHEC:IHECRE00001023.1	OBI:0000716,OBI:0001853,OBI:0001271,OBI:0001863	in vitro differentiated cells	chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,DNase-seq assay,WGSBS,whole genome bisulfite sequencing,DNase I hypersensitive sites sequencing assay,RNA-seq assay,DNase-seq,Shotgun bisulfite sequencing,WGBS,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	NTR:0000856	
ENCSR043WJN	HeLa-S3	ChIP-seq,RRBS,DNase-seq,RNA-seq	REMC Epigenome (ENCODE) for Cervical Carcinoma Cell Line using donors/samples:HeLa-S3	Roadmap	archived	Homo sapiens		OBI:0000716,OBI:0001862,OBI:0001853,OBI:0001271	cell line	RRBS,reduced representation bisulfite-seq,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,DNase-seq assay,DNase I hypersensitive sites sequencing assay,RNA-seq assay,DNase-seq,RRBS assay,transcription profiling by high throughput sequencing,reduced representation bisulfite sequencing assay	EFO:0002791	
ENCSR372WXC	HEK293	ChIP-seq,RRBS,transcription profiling by array assay	Reference Epigenome of HEK293	ENCODE	released	Homo sapiens		OBI:0000716,OBI:0001862,OBI:0001463	cell line	RNA profiling by array assay,RRBS,transcription profiling by array assay,reduced representation bisulfite-seq,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,RRBS assay,reduced representation bisulfite sequencing assay	EFO:0001182	human embryonic kidney cell
ENCSR963FAP	skeletal muscle satellite cell	ChIP-seq	REMC Epigenome (Class 5) for Muscle Satellite Cultured Cells using donors/samples:hSKM-1; hSKM-2; hSKM-3	Roadmap	released	Homo sapiens	IHEC:IHECRE00000977.1	OBI:0000716	primary cell	ChIP-seq assay,chromatin immunoprecipitation sequencing assay	CL:0000594	
ENCSR734BGD	subcutaneous abdominal adipose tissue	ChIP-seq	REMC Epigenome (Class 5) for Adipose Nuclei using donors/samples:7; 92; 93; 94; 95	Roadmap	released	Homo sapiens	IHEC:IHECRE00000963.1	OBI:0000716	tissue	ChIP-seq assay,chromatin immunoprecipitation sequencing assay	UBERON:0014455	subcutaneous abdominal fat,abdominal subcutaneous adipose tissue,subcutaneous fat of abdominal region
ENCSR871WIE	liver	ATAC-seq,ChIP-seq,RNA-seq,whole-genome shotgun bisulfite sequencing,microRNA-seq	Reference Epigenome for mouse liver (embryonic 15.5 day).	ENCODE	released	Mus musculus	IHEC:IHECRE00001841.1	OBI:0000716,OBI:0001271,OBI:0002039,OBI:0001922,OBI:0001863	tissue	miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,microRNA-seq,WGSBS,whole genome bisulfite sequencing,ATAC-seq assay,RNA-seq assay,microRNA profiling by high throughput sequencing assay,ATAC-seq,Shotgun bisulfite sequencing,WGBS,assay for transposase-accessible chromatin using sequencing,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	UBERON:0002107	jecur,iecur,Entire liver
ENCSR022KAT	midbrain	ChIP-seq,RNA-seq,ATAC-seq,microRNA-seq,DNase-seq,whole-genome shotgun bisulfite sequencing	Reference Epigenome for mouse midbrain (postnatal 0 day).	ENCODE	released	Mus musculus	IHEC:IHECRE00001774.1	OBI:0002039,OBI:0000716,OBI:0001863,OBI:0001922,OBI:0001853,OBI:0001271	tissue	miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,microRNA-seq,DNase-seq assay,WGSBS,whole genome bisulfite sequencing,ATAC-seq assay,DNase I hypersensitive sites sequencing assay,microRNA profiling by high throughput sequencing assay,RNA-seq assay,DNase-seq,Shotgun bisulfite sequencing,ATAC-seq,WGBS,assay for transposase-accessible chromatin using sequencing,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	UBERON:0001891	mesencephalon,Entire midbrain
ENCSR701EOS	psoas muscle	RNA-seq,whole-genome shotgun bisulfite sequencing,DNase-seq,ChIP-seq	REMC Epigenome (Class 2) for Psoas Muscle using donors/samples:STL001; STL003	Roadmap	released	Homo sapiens	IHEC:IHECRE00001027.1	OBI:0001853,OBI:0000716,OBI:0001271,OBI:0001863	tissue	chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,DNase-seq assay,WGSBS,whole genome bisulfite sequencing,DNase I hypersensitive sites sequencing assay,RNA-seq assay,DNase-seq,Shotgun bisulfite sequencing,WGBS,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	UBERON:0008450	psoas
ENCSR628CIH	keratinocyte	ChIP-seq,RNA-seq,DNase-seq	REMC Epigenome (ENCODE) for Epidermal Keratinocyte Primary Cells using donors/samples:NHEK	Roadmap	archived	Homo sapiens		OBI:0000716,OBI:0001853,OBI:0001271	primary cell	chromatin immunoprecipitation sequencing assay,ChIP-seq assay,DNase-seq assay,DNase I hypersensitive sites sequencing assay,RNA-seq assay,DNase-seq,transcription profiling by high throughput sequencing	CL:0000312	malpighian cell,normal human epidermal keratinocyte,keratinized cell of epidermis,NHEK
ENCSR967ZGY	heart	ATAC-seq,microRNA-seq,ChIP-seq,whole-genome shotgun bisulfite sequencing,RNA-seq	Reference epigenome for mouse heart (embryonic 16.5 day).	ENCODE	released	Mus musculus	IHEC:IHECRE00001850.1	OBI:0000716,OBI:0001271,OBI:0002039,OBI:0001922,OBI:0001863	tissue	miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,microRNA-seq,WGSBS,whole genome bisulfite sequencing,ATAC-seq assay,RNA-seq assay,microRNA profiling by high throughput sequencing assay,ATAC-seq,Shotgun bisulfite sequencing,WGBS,assay for transposase-accessible chromatin using sequencing,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	UBERON:0000948	Entire heart,vertebrate heart,Herz,chambered heart,branchial heart
ENCSR465WKM	lung	transcription profiling by array assay,RRBS,ChIP-seq,DNase-seq	REMC Epigenome (Class 3) for Fetal Lung using donors/samples:H-22727; UW_H23266; UW_H23284	Roadmap	released	Homo sapiens	IHEC:IHECRE00001045.1	OBI:0000716,OBI:0001862,OBI:0001853,OBI:0001463	tissue	RNA profiling by array assay,RRBS,transcription profiling by array assay,reduced representation bisulfite-seq,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,DNase-seq assay,DNase I hypersensitive sites sequencing assay,DNase-seq,RRBS assay,reduced representation bisulfite sequencing assay	UBERON:0002048	Entire lung,pulmo
ENCSR374BLY	substantia nigra	RRBS,ChIP-seq	REMC Epigenome (Class 5) for Brain Substantia Nigra using donors/samples:112; 149	Roadmap	released	Homo sapiens	IHEC:IHECRE00000986.1	OBI:0000716,OBI:0001862	tissue	RRBS,reduced representation bisulfite-seq,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,RRBS assay,reduced representation bisulfite sequencing assay	UBERON:0002038	nucleus of basis pedunculi,Soemmering's substance,substancia nigra,Entire substantia nigra
ENCSR203RUV	lung	ChIP-seq,ATAC-seq,whole-genome shotgun bisulfite sequencing,microRNA-seq,RNA-seq,DNase-seq	Reference epigenome for mouse lung (postnatal 0 day).	ENCODE	released	Mus musculus	IHEC:IHECRE00001782.1	OBI:0002039,OBI:0000716,OBI:0001863,OBI:0001922,OBI:0001853,OBI:0001271	tissue	miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,microRNA-seq,DNase-seq assay,WGSBS,whole genome bisulfite sequencing,ATAC-seq assay,DNase I hypersensitive sites sequencing assay,microRNA profiling by high throughput sequencing assay,RNA-seq assay,DNase-seq,Shotgun bisulfite sequencing,ATAC-seq,WGBS,assay for transposase-accessible chromatin using sequencing,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	UBERON:0002048	Entire lung,pulmo
ENCSR413GKJ	ovary	RNA-seq,whole-genome shotgun bisulfite sequencing,ChIP-seq,DNase-seq	REMC Epigenome (Class 2) for Ovary using donors/samples:STL002	Roadmap	released	Homo sapiens	IHEC:IHECRE00000928.1	OBI:0000716,OBI:0001853,OBI:0001271,OBI:0001863	tissue	chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,DNase-seq assay,WGSBS,whole genome bisulfite sequencing,DNase I hypersensitive sites sequencing assay,RNA-seq assay,DNase-seq,Shotgun bisulfite sequencing,WGBS,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	UBERON:0000992	female organism genitalia gonada,gonad of female organism genitalia,gonad of genitalia of female organism,gonada of female reproductive system,reproductive system of female organism gonada,gonad of female reproductive system,gonada of female organism reproductive system,gonada of reproductive system of female organism,ovary,gonad of female organism reproductive system,ovum-producing ovary,genitalia of female organism gonada,animal ovary,gonada of genitalia of female organism,female reproductive system gonada,female reproductive system gonad,female gonad,reproductive system of female organism gonad,female organism reproductive system gonad,genitalia of female organism gonad,female organism genitalia gonad,female organism reproductive system gonada,ovaries,ovary - animal,gonad of reproductive system of female organism,gonada of female organism genitalia
ENCSR797CXN	A549	ChIP-seq,RNA-seq	Reference Epigenome of A549 (treated with 0.02% ethanol)	ENCODE	released	Homo sapiens	IHEC:IHECRE00001859.1	OBI:0000716,OBI:0001271	cell line	ChIP-seq assay,RNA-seq assay,transcription profiling by high throughput sequencing,chromatin immunoprecipitation sequencing assay	EFO:0001086	A-549,A549 cell
ENCSR932FLR	DND-41	ChIP-seq	REMC Epigenome (ENCODE) for TCell Leukemia Cell Line using donors/samples:Dnd41	Roadmap	archived	Homo sapiens		OBI:0000716	cell line	ChIP-seq assay,chromatin immunoprecipitation sequencing assay	EFO:0007074	ACC525
ENCSR119ZKR	astrocyte	ChIP-seq,DNase-seq,RRBS	REMC Epigenome (ENCODE) for Astrocytes Primary Cells using donors/samples:NH-A	Roadmap	archived	Homo sapiens		OBI:0000716,OBI:0001853,OBI:0001862	primary cell	RRBS,reduced representation bisulfite-seq,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,DNase-seq assay,DNase I hypersensitive sites sequencing assay,DNase-seq,RRBS assay,reduced representation bisulfite sequencing assay	CL:0000127	astrocytic glia
ENCSR874LCF	neural tube	ATAC-seq,microRNA-seq,ChIP-seq,whole-genome shotgun bisulfite sequencing,RNA-seq	Reference Epigenome for mouse neural tube (embryonic, 15.5 day)	ENCODE	released	Mus musculus	IHEC:IHECRE00001842.1	OBI:0000716,OBI:0001271,OBI:0002039,OBI:0001922,OBI:0001863	tissue	miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,microRNA-seq,WGSBS,whole genome bisulfite sequencing,ATAC-seq assay,RNA-seq assay,microRNA profiling by high throughput sequencing assay,ATAC-seq,Shotgun bisulfite sequencing,WGBS,assay for transposase-accessible chromatin using sequencing,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	UBERON:0001049	
ENCSR460NNH	heart	transcription profiling by array assay,RRBS,ChIP-seq,DNase-seq	REMC Epigenome (Class 3) for Fetal Heart using donors/samples:H-22727; H-23524; UW_H23914; H-23468	Roadmap	released	Homo sapiens	IHEC:IHECRE00001049.1	OBI:0000716,OBI:0001862,OBI:0001853,OBI:0001463	tissue	RNA profiling by array assay,RRBS,transcription profiling by array assay,reduced representation bisulfite-seq,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,DNase-seq assay,DNase I hypersensitive sites sequencing assay,DNase-seq,RRBS assay,reduced representation bisulfite sequencing assay	UBERON:0000948	Entire heart,vertebrate heart,Herz,chambered heart,branchial heart
ENCSR107EDN	heart	ATAC-seq,ChIP-seq,whole-genome shotgun bisulfite sequencing,RNA-seq,microRNA-seq	Reference Epigenome for mouse heart (embryonic 13.5 day).	ENCODE	released	Mus musculus	IHEC:IHECRE00001777.1	OBI:0000716,OBI:0001271,OBI:0002039,OBI:0001922,OBI:0001863	tissue	miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,microRNA-seq,WGSBS,whole genome bisulfite sequencing,ATAC-seq assay,RNA-seq assay,microRNA profiling by high throughput sequencing assay,ATAC-seq,Shotgun bisulfite sequencing,WGBS,assay for transposase-accessible chromatin using sequencing,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	UBERON:0000948	Entire heart,vertebrate heart,Herz,chambered heart,branchial heart
ENCSR658KLY	CD4-positive, alpha-beta memory T cell	microRNA-seq,RNA-seq,MeDIP-seq,MRE-seq,ChIP-seq	REMC Epigenome (Class 4) for Primary T Helper Memory Cells from Peripheral Blood 2 using donors/samples:20;Donor_100_7_pooled_leukopaks_Jan_7_2011;Donor_101_8_pooled_leukopaks_Jan_20_2011	Roadmap	released	Homo sapiens	IHEC:IHECRE00001052.1	OBI:0000716,OBI:0001271,OBI:0001861,OBI:0001922,OBI:0000693	primary cell	Methylated DNA immunoprecipitation sequencing assay,miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,methylation-sensitive restriction enzyme sequencing assay,microRNA-seq,RNA-seq assay,MRE-seq,microRNA profiling by high throughput sequencing assay,MeDIP-seq assay,MRE-seq assay,transcription profiling by high throughput sequencing	CL:0000897	CD4-positive, alpha-beta memory T-cell,CD4-positive, alpha-beta memory T lymphocyte,CD4-positive, alpha-beta memory T-lymphocyte
ENCSR743BGS	PC-3	ChIP-seq,DNase-seq,RNA-seq	Reference epigenome of PC-3	ENCODE	released	Homo sapiens	IHEC:IHECRE00003709.1	OBI:0000716,OBI:0001853,OBI:0001271	cell line	chromatin immunoprecipitation sequencing assay,ChIP-seq assay,DNase-seq assay,DNase I hypersensitive sites sequencing assay,RNA-seq assay,DNase-seq,transcription profiling by high throughput sequencing	EFO:0002074	PC3,PC-3 cell,PC3 cell
ENCSR255LYV	stomach	whole-genome shotgun bisulfite sequencing,RNA-seq,ChIP-seq,DNase-seq	REMC Epigenome (Class 2) for Gastric using donors/samples:STL003	Roadmap	released	Homo sapiens	IHEC:IHECRE00000953.1	OBI:0000716,OBI:0001853,OBI:0001271,OBI:0001863	tissue	chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,DNase-seq assay,WGSBS,whole genome bisulfite sequencing,DNase I hypersensitive sites sequencing assay,RNA-seq assay,DNase-seq,Shotgun bisulfite sequencing,WGBS,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	UBERON:0000945	mesenteron,gaster,Entire stomach,stomach chamber,ventriculus,Ventricular,anterior intestine
ENCSR287WEJ	lung	ATAC-seq,ChIP-seq,whole-genome shotgun bisulfite sequencing,RNA-seq,microRNA-seq	Reference Epigenome for mouse lung (embryonic 16.5 day).	ENCODE	released	Mus musculus	IHEC:IHECRE00001793.1	OBI:0000716,OBI:0001271,OBI:0002039,OBI:0001922,OBI:0001863	tissue	miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,microRNA-seq,WGSBS,whole genome bisulfite sequencing,ATAC-seq assay,RNA-seq assay,microRNA profiling by high throughput sequencing assay,ATAC-seq,Shotgun bisulfite sequencing,WGBS,assay for transposase-accessible chromatin using sequencing,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	UBERON:0002048	Entire lung,pulmo
ENCSR420BKD	intestine	ChIP-seq,ATAC-seq,whole-genome shotgun bisulfite sequencing,RNA-seq,microRNA-seq	Reference epigenome for mouse intestine (postnatal 0 day).	ENCODE	released	Mus musculus	IHEC:IHECRE00001803.1	OBI:0000716,OBI:0001271,OBI:0002039,OBI:0001922,OBI:0001863	tissue	miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,microRNA-seq,WGSBS,whole genome bisulfite sequencing,ATAC-seq assay,RNA-seq assay,microRNA profiling by high throughput sequencing assay,ATAC-seq,Shotgun bisulfite sequencing,WGBS,assay for transposase-accessible chromatin using sequencing,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	UBERON:0000160	Entire intestine,bowel
ENCSR295OVP	neural tube	ATAC-seq,ChIP-seq,microRNA-seq,whole-genome shotgun bisulfite sequencing,RNA-seq	Reference Epigenome for mouse neural tube (embryonic, 14.5 day)	ENCODE	released	Mus musculus	IHEC:IHECRE00001794.1	OBI:0000716,OBI:0001271,OBI:0002039,OBI:0001922,OBI:0001863	tissue	miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,microRNA-seq,WGSBS,whole genome bisulfite sequencing,ATAC-seq assay,RNA-seq assay,microRNA profiling by high throughput sequencing assay,ATAC-seq,Shotgun bisulfite sequencing,WGBS,assay for transposase-accessible chromatin using sequencing,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	UBERON:0001049	
